20
814 826
511 298 -707
141 552 158
438 780 -550
221 344 95
570 763 -301
357 103 970
751 846 54
278 801 -980
934 771 847
355 337 654
260 333 -535
601 409 281
812 159 -413
15 917 -201
601 881 -724
634 399 796
561 674 -737
570 827 966
750 575 -428
523 814 672
394 29 497
737 118 -754
462 788 -382
460 734 -668
101 32 202
650 839 634
180 915 774
223 945 798
906 435 445
914 744 651
911 486 -138
560 811 -47
819 609 -23
334 742 -633
261 519 504
319 783 -859
157 138 430
262 710 739
343 721 -803
828 371 846
691 944 -969
481 934 -71
926 880 -94
689 385 17
554 523 707
538 713 -740
678 915 -582
826 710 840
944 515 -620
175 843 273
416 638 616
461 591 795
92 782 -278
104 185 977
8 861 690
504 342 369
843 13 -268
451 341 -629
169 935 716
833 818 558
514 864 -851
675 418 -36
40 44 222
757 867 -308
313 26 -187
941 311 883
522 801 -369
119 210 89
770 576 792
54 18 731
680 586 -249
725 52 -230
887 358 -562
92 521 -417
334 649 -189
221 206 256
110 826 984
423 934 347
666 347 577
407 705 64
347 248 -398
398 444 381
692 328 894
217 548 -201
906 596 -489
253 836 -943
584 798 794
861 273 732
256 555 -192
617 322 0
263 824 675
93 742 -938
818 577 -867
520 293 709
287 815 -67
782 146 -332
807 568 -426
267 198 -386
551 818 57
4 656 -913
178 916 578
262 514 -267
704 685 835
646 840 -924
656 112 395
506 671 832
478 32 -200
604 561 826
416 452 -800
776 410 473
268 789 278
196 673 117
933 630 -175
537 407 -309
121 935 305
157 376 577
525 662 -186
642 376 -7
571 518 178
674 402 -440
324 896 185
143 697 701
589 424 -446
735 430 267
842 819 748
413 267 296
399 650 522
581 498 982
135 181 -601
61 146 626
372 283 257
301 359 -778
756 804 -839
629 460 447
106 762 -110
97 479 -524
609 430 49
674 903 -508
824 239 -620
837 27 646
355 91 539
782 332 -915
33 332 -623
124 109 841
379 164 -396
510 466 -286
449 377 -400
182 550 187
136 800 35
745 411 -419
678 157 471
436 386 378
106 384 349
894 550 -585
337 899 343
640 811 -707
602 702 -177
204 912 -371
855 361 -77
171 435 887
196 747 -705
914 207 -972
568 908 -1
945 500 -307
143 826 -990
844 365 -391
514 490 521
136 642 690
280 602 -133
525 848 112
663 568 833
416 184 -861
100 705 567
443 590 599
428 581 484
475 698 639
661 637 -389
114 537 753
488 214 -213
239 257 -442
312 432 -548
267 718 284
428 702 -841
681 352 -982
176 508 -617
260 729 -281
315 589 609
327 893 -730
601 939 -960
926 350 79
856 792 -106
343 74 -515
686 328 -577
643 463 921
275 123 897
692 282 254
511 561 -59
404 803 -413
409 264 -73
406 115 666
837 723 132
522 298 -457
490 458 -685
450 73 -451
480 209 10
234 595 -403
546 402 524
63 234 -944
517 891 -200
1 487 42
145 148 150
566 347 -211
327 488 768
357 253 -466
554 20 -353
504 592 78
20 418 447
295 346 -872
264 436 149
408 430 -928
720 3 766
916 282 -406
115 812 -126
649 793 707
147 892 -13
544 472 -215
621 779 -301
198 13 -487
178 231 847
173 438 18
857 715 305
496 427 -673
846 583 -394
433 65 27
896 23 -805
941 748 14
649 861 -588
765 538 606
269 939 -750
670 828 -814
593 556 569
377 746 885
833 452 -462
451 452 -784
873 666 -859
439 43 -287
854 302 689
226 196 384
780 862 577
544 400 715
380 459 -119
188 496 47
223 752 -227
764 389 850
847 815 248
674 29 -358
490 631 -769
611 179 -649
933 283 -305
360 666 -458
545 848 -12
586 324 660
190 382 472
389 777 727
517 406 518
193 308 -658
483 185 -45
132 808 -528
837 628 -356
249 734 848
855 543 957
199 659 37
265 808 601
714 581 -904
102 345 13
722 400 28
360 896 207
611 742 -757
439 22 128
68 826 567
217 261 -44
272 393 -867
346 728 -967
719 626 -161
228 783 116
848 132 391
258 687 -237
113 531 45
549 91 682
867 228 -65
117 41 29
556 376 509
766 514 -555
7 911 -800
211 757 507
268 220 -568
320 183 923
435 122 51
174 718 769
506 626 -722
897 683 -351
859 432 713
507 122 232
344 774 782
774 140 912
332 585 198
360 766 -220
773 69 593
834 288 210
654 844 -847
761 614 312
630 106 166
436 807 -440
574 800 567
671 586 -925
403 329 748
882 213 136
529 581 45
685 190 359
470 581 906
91 271 510
428 210 922
526 815 -187
851 632 -898
313 68 490
762 317 -736
659 148 453
540 744 -248
251 723 -172
513 166 312
399 833 137
558 667 -181
793 717 -960
500 753 662
633 210 -59
50 881 -913
30 347 -685
162 610 221
706 12 -455
9 816 614
532 232 190
669 654 357
262 92 621
683 749 -359
304 568 -162
552 237 -493
325 51 229
95 131 424
621 350 -583
404 866 277
252 878 255
360 108 206
853 762 -355
548 827 870
312 630 -541
937 207 -714
712 675 -682
39 82 -977
224 922 881
660 317 79
91 813 -762
523 925 -434
561 853 -17
62 302 226
1 794 -210
528 653 -777
619 310 194
333 542 -701
531 749 277
563 434 -499
769 90 166
385 152 -768
190 706 591
710 721 36
343 14 -130
872 661 270
254 798 -310
268 790 753
508 163 -88
765 458 -263
133 376 570
407 411 940
520 45 492
664 897 -233
708 869 984
680 181 297
651 736 -868
93 537 -498
860 310 663
718 652 40
45 814 905
617 63 -901
874 451 992
18 309 58
255 526 -451
366 307 -283
609 513 769
853 412 -123
216 36 -523
560 722 603
828 183 979
704 121 -848
622 225 -921
282 270 -19
673 355 31
523 625 243
486 107 475
754 661 168
797 670 -393
573 764 -633
42 641 -806
339 770 -40
365 696 791
269 612 -718
83 452 -746
186 670 -140
509 434 -323
346 159 613
408 459 -2
387 812 158
879 593 -125
76 861 -609
787 655 297
415 768 -223
429 137 -254
202 87 14
608 424 826
352 491 -367
810 732 867
352 368 847
335 169 868
641 375 911
627 921 124
684 578 703
557 764 722
623 45 -839
693 916 -157
436 748 -913
571 189 -568
691 525 -246
62 896 492
493 760 -491
350 919 541
618 626 633
166 546 -695
362 290 176
354 320 -36
448 404 982
421 138 920
38 866 -852
907 29 273
874 290 -550
459 593 -80
292 732 -215
686 385 -79
799 671 -570
186 86 923
694 510 425
446 687 940
341 415 567
230 128 143
136 214 -831
619 409 -412
631 197 654
657 23 -132
605 732 865
934 864 -209
654 103 508
259 136 -354
650 198 31
95 450 -414
100 26 660
68 623 -572
759 685 -639
553 394 -823
587 495 259
642 939 -65
4 766 667
463 513 -22
720 608 96
454 119 -311
356 788 437
810 486 873
40 236 -433
757 657 759
14 716 762
384 635 -921
863 874 785
172 23 -956
270 117 -451
125 88 -416
902 780 -712
551 289 63
851 878 238
389 379 820
462 206 -936
290 423 425
292 928 -395
642 347 -641
53 582 -487
82 695 -968
188 731 277
624 402 403
718 255 884
501 808 216
218 942 341
521 68 938
315 754 467
469 157 211
631 469 -591
454 654 149
202 800 -779
870 439 -505
2 482 -375
728 599 -230
211 434 657
47 152 859
726 295 -473
232 487 352
507 551 -955
543 555 25
767 287 -610
789 896 583
488 47 -90
255 189 936
405 660 436
356 154 -336
470 427 500
806 258 -68
772 771 273
549 510 637
154 654 -117
751 899 -90
360 781 546
7 688 -486
892 438 852
399 202 234
706 21 904
270 176 465
667 444 81
138 874 39
5 905 -108
544 929 -567
26 927 -841
63 207 -257
201 167 376
421 678 18
538 28 -25
652 250 -976
681 616 313
547 716 390
486 198 -13
148 167 969
844 213 -813
334 345 627
876 927 -249
422 290 75
237 498 -742
895 808 -813
695 117 506
492 195 -324
426 297 331
626 250 -446
440 482 -425
481 255 -538
55 714 20
723 310 -161
659 614 518
85 442 -917
879 851 816
834 756 744
117 820 -694
517 164 -398
793 241 837
839 717 356
516 906 -833
644 711 780
775 838 537
616 790 -51
422 634 -110
631 283 -356
553 802 784
435 95 673
253 828 993
432 113 380
717 825 -68
228 898 -443
157 298 154
248 120 770
39 855 -539
550 382 546
634 653 -862
315 479 -608
83 235 -325
574 479 -468
514 671 515
654 462 929
230 228 297
565 927 60
339 181 -719
600 65 -903
740 926 110
782 670 997
471 941 211
527 637 -551
48 780 431
744 168 822
31 92 208
527 182 591
845 825 -367
151 548 229
375 631 -389
462 569 324
634 944 192
222 706 318
176 419 830
518 562 -114
61 533 517
239 284 -917
433 311 -214
727 796 648
902 68 1000
678 158 -952
893 678 -123
594 873 -698
523 428 -861
529 269 -572
312 252 -109
64 783 921
632 763 -116
431 475 400
242 78 -708
590 731 -142
823 154 -969
302 90 152
650 660 757
711 493 -874
946 335 503
488 313 953
518 470 -945
792 244 -255
265 292 -161
312 531 -379
429 23 571
219 940 -115
31 215 -359
919 457 -987
76 189 -483
813 469 -350
221 121 868
792 672 591
637 106 -248
406 224 -936
502 71 -377
172 578 811
402 746 -930
921 771 349
304 110 -427
573 206 -237
336 115 139
701 370 211
233 910 684
68 440 245
833 378 709
404 138 242
781 304 -93
375 446 -526
198 584 390
864 391 -896
117 752 293
525 666 -667
129 810 344
572 585 -885
810 147 921
615 855 -830
807 179 -977
572 190 186
497 234 531
813 50 706
194 494 -160
175 126 588
884 495 295
748 642 -616
577 781 214
692 344 -239
530 175 -495
771 264 597
591 127 777
287 390 -194
655 611 -316
720 940 -677
271 133 416
776 858 831
748 298 429
107 219 -774
234 842 443
859 196 842
687 732 669
502 480 661
174 284 910
807 717 389
432 939 -429
227 27 -79
867 713 -648
742 183 -559
354 847 -204
867 713 604
880 907 240
182 751 -774
818 628 60
784 324 -406
93 140 554
275 620 -585
866 703 291
606 751 -546
664 264 -637
199 523 420
292 146 -362
287 579 920
157 505 881
807 872
696 264 -953
29 464 567
525 354 -433
11 463 634
253 176 568
663 243 758
724 382 -248
718 11 -78
469 218 404
112 387 147
475 738 376
336 696 515
399 176 -633
301 60 -504
304 703 80
178 760 765
241 370 -441
238 5 224
247 67 253
338 107 970
497 383 704
785 385 -733
527 783 -863
312 239 181
693 230 470
736 150 -848
267 777 235
321 783 -520
183 652 -430
251 23 691
184 344 726
15 133 -449
181 388 -183
468 315 -601
688 571 -78
734 539 939
450 552 -567
765 586 -587
390 679 909
512 436 598
104 388 -796
652 192 169
449 406 -388
70 139 -977
399 242 51
156 523 -439
467 716 -367
493 137 833
336 526 -603
486 655 -653
159 507 947
787 423 -816
411 621 -992
213 623 634
141 72 -281
483 662 217
281 509 -635
174 73 -562
507 280 -475
548 247 -53
696 41 328
333 193 -264
514 315 -857
766 208 -441
389 718 -321
309 584 425
434 310 -981
120 184 -743
532 349 -140
651 258 887
779 499 -52
240 677 438
159 306 766
327 82 608
529 619 -718
31 669 -109
728 158 790
779 767 -708
350 389 -623
737 245 636
237 216 -548
115 150 -610
342 640 -138
774 643 800
652 95 -839
731 717 561
237 41 -100
445 416 352
395 330 -246
14 642 -429
172 44 332
405 173 -137
506 29 192
361 456 619
23 14 -268
535 602 991
285 481 895
173 107 -81
708 277 -863
63 36 267
608 527 -342
760 294 60
791 739 65
806 476 -90
723 781 -806
43 405 -29
294 124 -898
684 789 236
804 65 239
710 468 63
652 437 -895
53 193 618
321 766 -834
686 653 186
97 473 602
423 269 913
645 685 -820
485 133 -686
361 532 -905
242 271 857
191 632 -596
144 25 846
634 262 -401
511 678 138
660 582 874
452 401 131
644 764 697
155 592 -880
328 275 -812
577 526 662
271 240 774
132 196 600
508 162 -445
663 766 -393
795 327 -537
749 477 -505
267 206 -990
803 24 885
142 401 208
301 492 -920
537 741 -128
801 761 -785
345 520 -188
673 728 -205
204 32 747
439 744 498
32 306 130
38 331 258
88 210 -525
405 521 26
13 536 -29
31 472 -971
805 419 722
789 505 741
482 250 349
457 238 -568
31 782 978
211 613 -164
84 390 -265
164 759 -551
289 696 832
421 806 -921
736 481 -666
635 306 -734
8 613 763
761 444 -840
637 735 -46
245 593 481
490 123 430
136 619 -285
572 266 418
2 98 -632
42 742 894
640 515 -427
504 210 -804
622 151 -753
777 10 -246
300 60 -545
61 55 854
763 33 -543
595 284 37
331 429 808
577 635 -902
126 172 -559
544 603 -408
530 241 213
115 339 -633
576 115 855
112 164 -334
444 748 246
779 144 715
259 457 291
38 476 -1000
693 251 409
726 162 222
547 263 -654
60 474 831
162 522 -135
428 510 -759
786 782 -58
311 43 -693
512 596 254
2 599 -28
257 182 -694
540 183 -316
236 386 -752
446 41 -886
281 29 -774
484 163 -280
183 70 319
101 83 559
551 371 -306
567 531 295
676 646 576
468 556 -552
260 309 635
599 526 610
432 119 -135
203 387 -747
162 794 -39
656 163 642
480 252 179
508 473 416
446 805 221
87 542 -821
348 667 486
340 80 -883
485 35 550
520 722 -702
2 116 -728
653 247 207
523 670 546
692 705 417
84 657 -890
713 548 -449
734 1 -909
65 527 -861
299 732 404
518 759 -360
300 221 580
96 28 329
587 341 474
475 604 619
536 718 -421
630 7 417
221 27 -878
167 660 583
44 754 481
634 552 -834
432 704 669
307 740 486
489 386 -257
388 11 888
107 710 -898
698 484 -75
277 111 -966
352 481 -655
197 729 440
588 643 946
792 414 903
504 555 412
41 323 -85
653 359 837
484 686 921
493 754 979
804 745 466
797 583 390
493 36 -889
471 139 366
204 739 572
607 782 182
622 411 226
596 743 -365
105 569 18
25 191 255
211 564 152
772 585 668
424 408 -268
297 404 652
41 194 -47
599 267 618
482 800 732
380 91 171
160 231 282
520 696 -802
733 236 274
413 241 426
439 760 -278
142 720 -924
143 188 436
568 598 598
346 503 -438
169 136 683
723 236 -348
722 132 489
446 78 269
616 741 399
273 771 23
196 428 128
634 116 -304
61 719 167
97 74 934
88 132 -418
777 422 -800
701 302 939
723 769 -547
387 379 656
490 724 369
252 647 -531
411 63 -967
374 689 89
310 16 1000
90 309 -133
591 485 136
117 647 -225
649 176 990
546 148 -16
381 59 -757
784 127 -640
172 109 393
772 339 374
754 563 875
104 769 -639
32 123 287
631 784 -402
42 35 -492
127 150 923
573 696 375
445 805 -977
276 671 842
178 509 -160
765 489 770
730 90 803
768 625 -83
291 621 681
775 399 -456
567 126 -526
630 518 412
179 439 177
144 422 -306
181 10 -314
340 436 919
388 14 -6
318 600 239
351 183 668
315 488 -172
642 168 775
556 722 -44
346 295 -428
414 30 -932
388 664 -280
578 781 -717
129 152 -773
87 805 905
569 346 -251
214 476 -287
612 276 477
160 108 -774
604 29 -128
782 642 -315
764 338 674
371 690 772
511 23 -102
244 540 -578
134 274 -382
60 743 470
58 371 327
581 780 -37
196 643 -934
37 598 817
604 504 -734
543 116 -842
287 362 -717
132 333 497
455 571 -859
588 387 -115
68 279 -793
549 347 -778
315 187 -31
766 205 -551
97 637 -512
237 526 -911
696 208 -953
558 170 -68
210 334 962
35 180 -993
13 744 -252
161 663 -750
161 723 -437
172 392 -416
87 92 73
277 389 927
285 555 -718
566 650 -795
290 219 -571
707 330 972
174 145 26
530 219 704
418 517 -637
675 315 574
127 511 -404
405 443 -211
637 716 804
344 605 -628
613 259 -143
340 348 -306
312 703 -818
202 156 142
130 643 79
477 604 615
669 308 921
754 152 403
150 742 339
509 761 -146
380 158 387
789 200 -231
434 682 343
524 763 858
480 590 -124
64 281 964
267 451 274
772 17 -323
674 275 -613
654 424 663
399 774 791
368 154 -48
314 512 -129
11 576 -650
270 75 -160
74 510 -207
537 660 877
621 274 -987
742 29 966
730 800 890
615 23 -861
149 11 -342
62 347 399
169 134 -732
697 490 124
241 53 838
399 668 -410
302 75 669
332 707 -291
276 728 -630
54 66 -879
133 732 -921
753 155 -485
594 193 -763
243 559 -737
302 736 -664
512 2 -98
800 93 -989
137 622 896
203 599 204
677 506 -214
116 32 -162
625 633 401
617 28 441
677 13 -433
544 275 -337
520 637 36
304 417 263
58 801 701
737 556 180
239 387 677
393 558 -763
279 514 -689
168 790 234
699 738 -585
321 141 -815
801 78 233
275 219 -645
685 774 678
686 303 406
560 446 -813
57 103 -136
280 674 -348
357 441 -706
127 682 751
598 394 517
218 776 668
74 717 433
554 108 -369
549 424 915
68 448 -969
235 264 482
660 597 592
419 673 952
805 87 241
390 650 342
10 258 498
347 265 900
783 362 -267
92 532 -299
328 140 348
334 279 15
716 474 -607
649 604 -331
644 56 921
630 733 842
621 742 -143
257 209 314
199 580 190
478 3 656
277 783 250
203 396 915
507 749 -117
584 257 431
336 737 494
675 279 584
585 687 544
