18
965 1964
673 619 620
785 917 217
560 799 801
671 9 343
440 232 196
116 783 155
145 663 611
90 603 931
263 591 162
871 609 468
360 294 764
590 504 97
765 460 513
768 579 798
370 820 810
61 285 555
222 29 379
593 828 218
926 799 358
838 398 670
310 63 199
688 676 784
919 896 206
165 318 145
865 869 362
164 392 558
31 677 291
196 46 71
111 173 856
85 769 691
369 571 635
613 579 26
895 714 667
565 930 184
327 297 409
492 676 458
792 442 859
846 147 974
472 458 677
261 566 721
689 795 305
739 402 442
332 932 49
362 756 373
107 415 674
295 879 260
244 809 573
679 624 33
835 127 314
202 2 60
709 848 545
598 257 180
398 709 328
142 287 948
868 709 754
538 888 330
630 556 502
119 781 382
639 85 295
506 949 486
37 952 585
671 639 104
105 457 591
813 5 718
712 468 592
744 271 479
188 497 165
653 687 95
253 948 875
795 455 8
250 482 173
690 286 368
30 304 81
132 7 742
565 616 283
706 699 88
795 140 350
676 711 160
649 599 934
837 498 311
729 271 851
151 394 351
493 300 66
877 739 908
453 613 658
870 72 23
922 956 896
434 727 406
436 448 233
819 62 904
756 280 31
4 962 442
801 283 618
643 576 409
495 892 816
696 587 756
189 869 831
536 374 216
35 196 591
23 805 617
930 888 432
865 525 394
400 841 891
174 514 796
697 890 152
600 829 75
381 442 840
4 457 150
95 543 40
301 374 163
51 574 928
818 46 350
833 762 294
885 129 45
332 149 301
938 67 667
164 132 484
475 725 572
558 22 329
66 863 961
172 564 540
82 623 674
95 865 399
677 619 3
788 963 138
892 365 505
561 677 931
816 251 855
841 211 781
122 353 487
801 697 823
957 287 918
547 344 93
409 249 350
139 868 41
550 24 237
240 535 820
385 517 188
753 166 99
948 681 513
508 82 424
901 537 703
494 129 674
341 940 804
604 954 84
668 70 950
181 15 880
194 807 969
946 413 493
433 383 442
279 318 327
779 872 322
583 707 180
486 876 848
488 248 582
805 855 801
555 819 317
624 616 981
173 69 756
717 807 5
562 106 666
663 803 525
67 225 508
887 636 611
882 202 760
296 524 14
22 837 550
350 555 590
518 191 448
133 869 701
643 659 665
477 812 553
687 455 77
188 279 49
490 440 36
182 576 387
613 279 137
739 200 653
111 361 775
800 636 425
497 226 336
852 342 238
36 582 585
443 616 576
420 170 695
179 400 145
697 187 106
696 453 716
886 69 721
829 258 104
753 130 175
359 404 650
95 380 93
244 6 514
766 358 840
650 155 498
483 533 464
549 415 119
794 866 497
236 769 275
752 715 52
621 19 94
900 742 779
814 421 343
233 242 699
524 344 202
530 720 62
923 927 895
896 709 335
414 227 790
387 799 621
883 316 456
509 514 179
483 805 832
666 704 957
118 862 373
218 808 934
762 722 433
954 272 69
491 607 610
947 128 702
540 387 725
537 261 172
281 850 592
165 834 515
544 201 994
795 554 838
928 640 267
697 361 610
500 767 812
277 208 909
297 203 761
511 473 312
538 393 406
535 842 800
694 934 950
349 416 410
53 39 385
200 904 161
941 747 119
751 624 454
746 666 738
174 680 745
894 784 141
924 235 613
861 512 787
107 629 597
322 257 258
371 745 573
269 943 225
20 107 573
723 546 168
590 565 471
81 157 893
909 496 9
297 630 794
880 758 641
161 270 923
119 168 906
645 698 521
118 590 585
441 546 285
734 222 928
166 105 107
743 639 710
575 327 399
49 164 907
296 421 92
493 234 700
928 624 325
7 449 786
954 723 212
524 151 459
619 701 318
730 584 262
74 179 861
789 265 861
315 590 801
123 417 409
759 752 856
597 870 547
563 632 226
857 105 454
932 52 159
13 558 894
42 783 146
719 309 447
97 409 70
624 280 689
418 123 232
103 745 402
537 938 302
339 386 457
26 836 835
542 166 112
786 335 344
524 94 126
542 567 164
502 716 850
908 673 370
915 49 842
43 430 229
949 846 649
501 738 825
956 936 879
606 588 716
583 481 790
913 329 38
665 809 977
399 703 982
517 526 734
933 159 314
93 355 53
593 567 168
696 651 34
264 927 529
63 889 376
571 510 302
190 182 780
491 612 966
788 565 29
409 947 237
626 771 470
851 566 887
313 647 936
394 964 640
328 175 598
347 519 777
117 436 542
7 892 993
230 872 862
894 928 662
248 817 197
722 515 166
427 525 101
755 962 368
546 740 364
481 406 22
944 248 98
904 940 5
926 332 757
445 199 412
655 593 985
298 849 126
697 494 728
371 355 778
572 153 462
957 646 950
301 518 781
834 420 842
371 288 621
181 672 724
88 787 187
637 1 26
542 704 66
147 755 973
804 417 146
923 451 724
882 323 407
16 117 811
27 656 173
825 680 486
905 862 975
733 41 307
222 870 119
873 267 857
866 292 76
810 952 145
511 110 508
165 410 750
301 72 806
679 371 138
713 811 489
925 623 699
344 921 783
374 616 362
530 54 662
257 511 648
754 452 445
578 233 136
903 926 136
226 53 163
402 353 818
173 48 390
701 305 527
490 542 327
257 529 806
475 79 726
491 636 252
698 58 509
341 117 474
157 408 198
566 149 562
233 73 313
64 624 434
183 618 876
793 202 73
285 193 57
414 41 707
14 382 124
121 23 699
385 66 909
426 539 817
46 749 44
108 264 262
701 823 147
314 8 287
850 564 905
835 122 185
934 921 931
252 945 599
536 838 378
399 66 758
195 633 273
385 822 276
341 606 69
477 658 183
563 288 871
28 540 602
177 751 478
56 728 323
222 829 663
796 559 709
914 286 385
237 322 863
535 594 97
583 742 595
633 479 103
526 631 265
692 425 920
323 721 454
799 779 250
569 431 994
257 88 728
118 776 992
682 655 126
395 469 405
413 612 75
475 464 624
587 736 725
156 946 729
722 5 451
777 424 827
772 776 52
883 426 236
550 576 676
560 888 600
587 944 850
801 52 150
363 927 446
603 628 750
499 565 775
220 312 223
142 159 266
409 626 948
596 667 67
543 422 600
684 403 969
373 247 878
949 62 432
563 744 286
135 326 372
865 82 370
533 325 128
258 908 153
316 352 246
588 23 225
318 213 36
573 258 413
662 86 415
632 443 680
56 491 221
100 218 387
804 406 836
53 811 311
846 854 391
369 225 455
115 525 314
684 422 381
115 930 21
764 492 386
564 422 850
192 259 907
71 147 85
512 938 476
884 63 54
681 688 787
694 181 353
878 644 695
484 873 92
229 174 811
581 246 111
845 741 831
737 797 353
330 318 124
112 938 867
110 958 195
338 447 847
362 665 500
295 410 354
535 819 833
764 435 775
872 836 914
456 604 845
376 132 936
278 379 9
193 888 482
385 611 662
954 69 555
606 679 593
434 211 319
502 612 204
16 500 691
523 276 67
337 154 743
639 576 248
401 537 741
313 707 68
357 6 66
344 671 329
204 950 477
427 31 898
445 493 944
899 583 124
926 377 874
36 395 539
542 736 347
667 761 196
360 361 513
27 211 190
655 510 209
149 934 443
55 428 121
190 581 121
319 755 419
788 527 286
807 809 372
728 652 85
548 439 951
691 837 35
929 92 613
427 20 6
891 33 550
421 789 505
321 457 519
10 187 721
801 407 848
701 6 913
210 223 916
535 253 990
924 9 364
835 252 424
94 434 671
631 671 358
675 731 674
226 5 532
933 520 914
861 439 801
125 381 547
887 186 280
470 910 400
355 244 14
92 662 86
604 74 369
281 743 463
515 939 611
958 916 43
606 64 814
456 157 232
677 881 222
134 310 467
44 444 404
575 870 112
739 587 94
226 745 234
32 673 875
548 492 712
504 664 481
889 44 789
109 873 220
227 302 213
655 133 604
487 6 523
216 423 910
427 118 747
297 397 488
570 101 917
268 57 760
563 172 461
721 886 618
697 318 496
168 781 20
701 145 633
824 119 793
236 87 982
509 542 790
461 888 694
207 823 441
773 632 35
684 707 65
361 778 522
2 706 534
914 329 424
320 848 767
464 629 833
950 308 989
163 39 628
960 516 722
729 762 991
533 326 858
471 381 304
169 334 395
932 759 382
234 380 373
215 388 411
356 636 567
144 885 466
805 525 776
401 577 433
474 548 748
315 503 884
69 904 553
781 59 816
431 522 111
662 50 721
53 207 869
556 92 394
638 344 179
68 18 589
302 489 668
695 882 563
169 302 654
694 64 423
428 398 653
906 446 134
382 157 611
404 958 775
790 429 796
110 334 253
431 184 967
170 89 736
865 161 652
759 659 951
509 729 148
317 631 16
578 958 858
282 165 147
386 696 637
177 687 729
225 449 61
409 266 472
52 813 623
365 177 982
373 653 652
219 657 164
349 60 760
324 524 15
250 162 360
58 594 400
28 804 118
103 523 893
430 592 135
314 408 793
322 116 48
527 305 697
450 532 411
576 578 942
801 728 780
919 199 639
798 438 359
788 298 54
336 684 43
677 953 386
774 395 224
850 677 740
793 14 64
115 75 787
867 366 559
134 806 68
633 314 931
722 234 289
863 102 667
216 198 453
347 698 974
941 371 120
949 882 606
897 231 957
720 633 441
842 101 305
201 114 109
873 372 937
595 742 424
827 32 27
355 546 874
729 576 36
875 505 581
450 909 855
797 281 541
803 633 760
457 632 135
118 252 603
815 570 564
956 448 216
84 702 638
844 912 693
474 897 554
579 261 94
783 383 381
475 601 536
812 364 934
654 324 751
930 820 696
260 540 748
619 683 929
512 366 290
130 212 940
913 441 727
90 459 130
94 30 842
176 90 24
947 734 249
257 565 254
428 494 192
128 597 468
319 44 792
477 303 474
533 658 245
833 940 350
704 293 175
954 120 873
415 198 107
242 866 907
370 96 936
24 580 431
623 850 553
945 389 815
816 439 39
307 205 408
268 132 54
161 870 451
215 112 432
882 630 4
477 675 346
965 781 49
571 485 386
875 955 704
725 73 820
880 785 655
31 122 379
653 878 988
10 214 133
110 580 973
30 762 899
329 232 289
154 262 246
637 566 640
331 624 135
455 125 768
836 13 814
121 376 510
32 850 665
341 909 743
362 51 686
485 955 877
287 3 104
872 632 125
300 564 944
310 40 547
156 556 139
278 435 863
681 656 124
702 583 933
813 583 767
812 45 783
15 620 606
33 929 635
774 937 645
689 324 976
367 88 289
883 381 892
948 528 126
404 549 447
2 37 896
932 205 823
351 344 761
537 621 151
893 882 881
4 760 814
806 641 742
345 644 853
909 220 936
80 691 364
545 566 862
942 215 13
744 453 25
663 739 570
167 781 769
346 383 552
245 387 407
465 192 817
323 436 70
93 499 476
702 716 483
252 454 892
367 550 110
317 128 295
67 74 45
235 503 804
565 690 12
660 69 207
142 666 565
616 947 828
60 31 167
89 743 975
158 891 875
190 260 509
194 703 949
331 423 782
565 41 236
679 645 399
227 72 810
737 774 416
611 287 708
427 388 598
255 674 643
441 65 918
572 86 170
179 39 750
505 506 841
659 619 863
933 115 987
705 913 989
785 427 838
734 821 821
771 651 543
541 25 723
364 898 985
26 790 546
672 373 664
604 7 483
192 889 615
952 226 221
637 572 724
382 532 743
752 623 977
2 925 115
56 272 93
476 604 961
494 61 194
803 677 697
59 812 901
610 259 788
510 494 605
838 171 557
680 88 107
743 938 876
9 20 505
188 705 652
89 855 975
442 743 403
346 529 198
586 918 46
644 664 227
797 293 382
131 331 604
858 965 73
558 197 470
33 666 357
781 130 938
318 62 815
676 891 558
83 944 519
284 348 206
706 550 833
11 414 167
226 165 229
32 76 948
960 708 1000
634 573 811
570 209 763
119 382 54
701 415 879
956 93 236
181 390 79
914 570 773
638 281 863
365 769 222
12 682 228
151 60 189
118 862 161
448 247 503
217 920 372
514 660 656
170 24 518
939 517 323
353 925 72
356 633 619
823 858 263
215 33 559
203 231 23
933 706 9
888 853 128
253 853 969
628 195 193
750 962 604
374 706 758
745 229 625
143 252 527
907 857 501
402 607 193
958 49 223
783 946 308
512 430 288
118 868 749
786 384 811
137 663 701
580 944 327
963 379 357
8 620 972
522 677 700
333 301 699
582 751 553
331 330 240
917 934 999
241 610 20
542 617 897
297 666 225
93 549 542
368 353 541
567 829 357
684 198 801
675 819 305
403 793 717
645 316 482
754 295 487
756 47 71
413 111 219
852 634 756
377 449 193
322 118 864
458 510 648
119 437 412
288 744 129
401 386 391
881 728 550
409 681 966
28 962 784
22 870 735
129 707 388
464 147 347
728 410 491
95 676 688
43 31 530
393 225 799
597 212 597
965 801 537
818 410 768
185 485 225
947 405 897
183 41 966
489 846 352
664 914 923
201 46 893
777 59 639
324 258 691
122 594 63
852 568 737
358 698 745
763 315 361
750 54 215
364 825 831
417 531 670
302 503 84
383 660 239
122 696 822
113 719 785
385 908 822
211 125 741
453 574 573
610 309 793
696 590 768
948 318 6
718 511 370
962 418 196
571 176 200
215 71 78
653 600 659
951 535 867
704 586 855
202 895 614
721 371 20
479 206 124
722 138 120
203 368 406
64 395 312
464 34 463
400 498 460
49 965 609
895 347 523
81 701 312
105 551 999
926 207 389
878 850 159
649 423 500
289 911 317
343 140 899
108 838 552
897 230 100
319 612 445
503 238 917
161 474 611
114 165 731
673 251 535
311 817 847
930 618 759
754 36 379
146 196 73
678 152 31
803 109 399
583 959 5
641 260 59
487 301 460
593 725 713
149 637 34
369 925 537
307 350 870
690 615 147
81 296 895
412 564 582
613 206 991
756 496 400
713 590 306
13 506 952
906 146 5
397 951 274
614 242 331
562 511 72
822 415 610
360 535 84
367 533 326
466 64 965
400 207 377
502 364 134
926 265 133
696 273 550
517 487 331
118 224 946
817 491 669
34 628 517
957 151 868
634 74 609
340 571 191
113 939 887
370 345 809
691 359 213
684 211 824
587 656 488
925 939 514
893 775 161
125 850 424
951 450 217
588 68 774
510 731 82
340 691 896
176 43 854
488 833 350
172 396 183
769 590 203
145 514 158
961 491 111
361 907 429
318 485 414
357 423 395
900 757 937
927 453 303
497 121 829
736 882 947
137 86 459
865 849 617
695 254 968
383 801 987
608 34 219
467 59 828
242 706 916
674 736 765
783 646 215
573 375 641
875 714 128
123 761 982
798 764 147
194 763 348
820 200 436
793 925 797
182 397 437
885 678 769
373 186 356
144 364 999
449 675 855
639 662 805
299 495 733
598 188 67
892 294 717
376 497 651
567 222 293
560 840 736
350 88 692
270 215 790
300 533 150
468 160 367
863 937 106
896 759 517
37 757 843
187 205 731
186 387 619
297 955 428
294 542 850
60 844 9
911 612 453
437 366 948
810 316 431
56 336 17
954 412 497
676 604 245
476 286 344
243 517 415
254 454 242
215 22 17
654 336 936
465 178 559
709 832 437
713 818 520
5 694 909
536 604 533
913 256 326
419 913 438
423 693 45
249 934 197
779 17 744
316 183 967
397 601 657
84 801 190
423 552 508
398 654 677
645 958 283
79 837 894
929 875 52
173 627 594
277 95 7
156 472 180
756 807 924
248 844 81
892 846 137
322 295 87
780 166 591
426 352 120
857 349 289
178 507 325
898 716 974
749 922 463
852 117 992
711 779 555
39 408 242
642 151 49
852 407 718
575 195 38
107 627 803
504 751 414
412 303 92
59 219 309
575 775 651
499 29 483
900 498 670
62 368 749
83 81 352
392 525 609
837 737 705
674 595 532
76 516 316
918 599 583
947 848 690
681 815 763
469 405 955
734 767 141
263 239 47
515 35 164
727 472 791
744 335 435
659 643 950
99 3 564
338 4 888
328 230 40
733 162 177
782 313 613
67 448 582
562 953 977
151 287 95
857 644 869
275 235 696
210 309 21
741 238 74
953 117 806
682 482 565
335 883 264
184 323 489
827 817 418
17 53 321
519 441 938
915 589 299
385 835 659
250 341 674
409 280 495
634 337 474
539 6 660
769 635 327
922 940 228
145 146 979
380 122 359
366 107 788
296 457 786
38 526 782
25 225 887
532 768 640
23 182 544
638 847 419
431 441 516
13 217 691
110 326 987
786 523 288
359 720 240
963 215 958
446 392 523
213 585 388
736 48 552
136 845 199
889 912 128
667 710 359
410 871 320
121 582 88
316 374 737
661 407 676
383 270 864
905 112 690
325 659 461
508 629 338
76 91 585
281 664 867
377 471 217
111 545 502
376 321 356
115 651 369
352 371 913
279 175 824
75 252 835
537 266 402
204 522 836
622 42 920
157 620 916
718 368 892
8 249 340
901 113 984
195 965 166
851 205 541
889 150 399
164 659 527
376 257 887
204 964 802
631 724 564
11 320 816
86 585 916
766 39 185
218 179 26
340 515 649
506 767 467
435 791 964
242 883 142
265 17 662
329 157 85
916 298 756
180 668 870
663 241 4
50 104 621
675 115 58
477 722 946
428 492 426
390 853 161
107 553 786
321 922 667
121 799 985
2 550 139
779 162 352
306 20 322
672 75 941
361 137 260
853 930 166
510 303 645
233 285 892
878 162 699
26 56 468
359 461 271
93 901 199
566 792 354
386 193 52
22 387 165
182 425 136
310 94 747
22 51 620
339 745 402
136 793 395
31 224 174
730 915 825
910 854 51
731 709 618
324 305 194
280 429 888
770 160 293
880 150 246
412 881 988
59 725 716
229 6 446
138 808 824
265 251 603
873 535 44
597 33 244
76 620 103
65 141 595
953 692 178
425 672 626
290 695 879
376 794 887
130 613 928
91 589 674
599 606 925
278 652 664
650 415 252
34 315 214
66 746 918
162 804 426
617 539 177
24 648 533
228 250 913
685 862 445
782 253 213
932 248 713
777 607 268
97 381 676
337 333 127
639 621 146
734 696 29
469 104 645
426 67 813
592 193 360
924 865 313
230 719 631
633 740 764
836 433 626
880 252 302
838 899 598
487 707 920
358 701 671
452 459 209
884 787 976
441 505 786
789 317 638
569 223 265
595 99 1000
324 502 522
88 197 948
261 566 154
215 618 397
134 843 230
276 877 464
169 647 373
204 222 291
575 918 23
876 450 721
554 863 555
945 465 886
43 680 839
184 735 208
885 291 927
519 126 881
541 124 760
313 71 259
555 452 357
351 716 303
280 216 169
56 799 619
963 255 18
237 235 680
249 806 877
299 484 185
555 821 274
2 775 740
271 762 285
394 700 376
194 300 90
283 921 408
261 575 738
606 329 198
613 69 322
260 654 819
678 105 979
842 120 572
885 852 43
650 707 798
759 393 549
206 815 519
170 353 113
85 406 773
35 896 209
936 598 813
228 35 288
443 589 80
111 648 877
433 612 294
198 84 441
836 547 775
949 76 432
290 422 783
852 768 220
514 735 989
178 140 277
942 824 322
547 48 52
290 875 451
848 430 352
750 528 25
648 548 890
804 764 144
906 29 396
535 92 896
494 942 581
32 543 205
688 775 21
933 513 951
760 851 542
729 335 945
899 80 575
272 68 95
898 204 737
823 31 557
891 905 812
841 40 664
368 764 708
70 494 12
436 240 734
851 97 803
752 623 866
860 662 574
493 509 703
501 213 92
758 56 770
314 936 679
679 25 315
336 82 326
596 235 190
775 634 363
441 600 915
33 16 16
513 274 407
803 581 167
370 502 800
187 760 430
626 951 339
187 920 100
956 68 217
262 424 274
941 893 716
552 78 946
767 768 562
468 793 428
480 310 876
678 487 327
240 190 822
181 330 966
181 231 153
174 670 985
691 828 532
848 737 131
936 100 239
829 617 846
666 543 136
300 161 507
667 531 922
179 585 60
34 206 209
703 303 195
454 20 330
772 26 97
351 522 118
958 348 100
257 886 989
14 681 569
803 245 670
500 801 381
157 832 552
505 214 383
81 757 884
316 823 170
445 533 574
797 587 109
543 654 990
50 419 366
586 102 696
685 567 9
146 17 122
406 151 670
654 237 617
317 645 362
768 386 854
232 697 222
164 20 786
546 940 965
868 699 597
392 819 295
303 501 815
633 793 928
427 174 17
31 809 462
229 472 351
131 955 737
110 533 681
141 87 835
26 403 829
626 744 85
484 486 500
680 162 229
435 834 143
882 285 827
209 229 282
237 888 664
93 941 493
736 10 866
751 284 725
194 407 970
610 670 838
728 926 940
211 699 534
415 893 197
265 583 967
715 352 391
479 308 804
378 762 896
781 35 876
510 494 909
30 490 554
326 43 297
202 891 779
754 429 830
526 935 638
576 9 384
437 355 80
515 314 652
104 934 961
273 40 958
456 574 86
881 899 951
533 289 43
820 348 50
270 302 631
2 261 709
926 192 252
354 483 622
347 369 361
467 956 425
552 962 351
939 183 823
957 914 220
461 775 18
451 623 366
277 116 560
266 715 805
514 612 951
102 430 320
119 843 304
253 553 183
572 469 420
472 449 568
449 736 119
547 769 90
185 633 698
914 517 370
492 164 200
567 412 733
312 97 590
201 790 619
270 423 957
965 713 578
503 254 196
952 294 464
958 435 512
132 274 714
621 885 195
152 476 570
598 914 167
776 281 665
897 870 196
367 81 369
210 238 241
848 580 231
500 410 364
43 73 807
143 133 323
575 783 950
541 216 108
789 317 977
477 644 405
385 255 670
751 360 213
845 36 714
278 848 103
903 195 584
505 560 881
872 660 569
641 793 405
818 394 218
74 621 218
545 239 240
144 608 689
628 455 760
498 923 879
108 832 475
761 273 70
840 96 311
327 944 746
117 750 277
748 403 236
382 510 172
861 690 329
436 359 477
158 395 963
892 1807
192 466 811
113 158 420
327 452 983
619 325 113
849 764 137
716 68 707
778 577 309
672 428 579
580 508 308
774 84 921
132 753 637
478 318 552
722 855 694
587 598 565
632 190 756
645 495 733
503 248 949
879 786 555
637 767 621
197 820 539
160 290 531
93 262 992
733 255 409
802 859 953
492 371 221
669 90 703
782 675 478
417 794 517
205 576 338
878 483 840
109 28 692
712 754 250
315 832 737
439 684 472
808 428 820
824 316 761
290 309 381
392 853 625
387 771 666
506 501 843
483 379 814
103 799 475
166 171 705
599 567 719
358 4 352
463 774 904
270 754 18
172 526 715
429 731 536
788 558 8
679 105 216
821 378 393
853 793 369
218 550 796
635 586 26
125 215 689
62 171 737
184 553 278
552 232 276
456 581 325
325 245 637
225 91 316
489 207 602
494 536 897
477 478 598
507 239 401
779 171 260
198 624 641
876 362 782
493 260 473
861 284 227
7 86 497
58 699 636
504 68 425
92 519 43
127 207 179
728 163 626
218 311 389
589 362 901
664 50 409
456 29 550
473 816 947
288 604 372
654 238 305
834 446 39
271 370 461
815 689 602
771 832 399
607 242 483
73 828 178
544 222 481
605 210 503
785 802 730
448 731 211
370 65 868
22 773 698
101 491 119
133 119 343
163 15 642
813 75 894
94 190 521
628 772 456
219 104 916
661 195 723
852 459 859
370 130 759
348 205 72
92 12 233
214 848 46
400 166 818
457 30 358
21 42 308
685 308 528
816 611 936
725 534 80
462 71 889
890 473 377
118 678 422
840 43 886
469 68 40
875 588 492
338 303 827
590 407 883
111 446 68
674 835 751
353 877 186
448 462 371
115 856 664
258 747 234
661 310 675
838 288 237
871 295 277
762 777 13
326 372 668
354 277 50
172 403 14
678 395 199
236 359 351
657 274 75
85 824 139
282 54 665
476 191 858
139 254 725
578 38 58
456 131 373
64 624 862
783 57 631
35 426 329
652 581 91
260 111 121
555 25 128
777 44 492
786 277 531
487 711 804
369 3 268
551 778 448
373 856 261
358 463 177
641 69 813
464 220 89
817 614 201
511 841 289
300 180 566
481 835 67
338 264 304
630 339 555
476 838 136
719 857 134
538 797 942
498 814 418
521 716 540
564 309 28
22 593 289
406 65 888
61 15 136
786 259 428
876 614 903
837 229 989
313 213 214
108 676 8
533 587 48
378 789 463
549 460 626
698 233 149
487 538 820
391 385 341
175 812 798
458 143 434
763 481 947
428 57 488
295 142 348
806 588 957
795 704 1000
559 117 659
90 643 238
837 266 552
887 326 538
402 251 728
500 387 276
725 574 338
235 389 285
379 884 300
210 745 593
81 385 117
155 196 829
575 1 926
66 303 923
735 524 426
232 114 232
817 657 873
660 607 464
765 129 126
823 567 818
742 765 184
768 316 959
66 403 526
236 591 610
556 790 93
665 796 210
152 438 138
201 712 594
204 818 873
290 164 667
493 384 674
1 473 682
89 466 76
891 11 978
393 812 579
136 693 591
76 790 48
385 705 65
421 166 733
394 546 567
313 619 284
585 355 157
227 660 435
495 135 207
379 456 705
61 262 174
88 717 303
469 523 145
225 203 433
257 596 343
228 505 848
776 714 842
79 362 100
75 338 530
416 444 206
564 695 72
865 16 843
888 191 758
864 865 158
507 710 54
637 214 126
82 760 706
716 46 719
296 159 106
395 647 70
331 1 133
830 491 913
234 576 834
740 463 807
573 452 936
332 223 183
338 538 636
149 122 238
164 424 466
671 161 534
758 652 142
43 96 127
806 84 184
643 23 173
241 422 931
640 890 963
157 786 591
211 801 478
20 861 535
339 174 965
660 321 844
285 576 600
2 19 615
17 347 849
218 325 872
716 205 689
32 183 452
835 156 157
176 355 417
345 240 95
460 444 260
651 117 825
415 146 399
825 441 924
536 105 211
199 279 78
280 133 977
263 594 2
432 208 879
329 327 30
291 733 98
224 779 465
773 599 793
143 331 372
471 126 999
5 509 338
81 295 466
25 751 563
277 612 932
429 296 246
203 434 991
111 168 14
491 381 627
620 303 766
273 111 528
780 698 212
447 443 646
412 75 698
257 841 853
56 142 33
834 762 823
438 691 151
74 799 516
219 416 75
809 183 542
279 458 415
801 101 266
455 333 748
862 696 388
216 573 327
4 489 569
865 223 608
119 462 973
486 2 739
735 434 524
304 258 501
497 437 654
98 88 836
391 18 661
771 426 296
527 801 773
467 701 190
176 212 45
85 560 733
408 490 412
212 86 605
58 756 2
842 738 657
315 198 887
502 57 168
355 121 991
737 327 921
540 159 426
599 312 868
531 842 244
387 346 805
526 747 48
350 229 387
658 355 614
155 1 886
98 635 972
179 843 736
701 789 622
30 182 365
466 206 576
789 782 949
141 512 534
